713579011432054785,#SolarEnergy: Rio develops solar resources to meet energy demand ... https://t.co/egTB7b4NuJ,39775054,Its For Home,Boulder CO,null,2016-03-26 4:11,
713578791453515776,A #Robotic lawn mower powered by #SolarEnergy with an #Arduino heart  https://t.co/rgch8hbsuu,21993071,Viking Services,"Denver, CO",null,2016-03-26 4:10,
713577313791778816,https://t.co/98Ae5daHpm Best Way To Build \u2600 #SolarPanels \u2600 for less than $200. #EnergyEfficiency #SolarEnergy https://t.co/lmEEhMB5R1,3881970556,Charles Buckland,United States,null,2016-03-26 4:04,
713573324102766593,RT @WomenWorldNews1: #SolarEnergy #Solar Somerset dog park upgrades with solar power: Staff photo by Dylan John... https://t.co/nFmgQaVq9B \u2026,16548855,John Lundin,"Minca, Colombia",null,2016-03-26 3:48,
713570792370487298,Rio develops solar resources to meet #energy demand #SolarEnergy https://t.co/KLPfbFgwFV @cctv_america https://t.co/VxEtsF1bd5,609288203,Titta H\u00f6ls\u00e4,"Vantaa, Suomi",null,2016-03-26 3:38,
713570486882414592,RT @spho1236: #\uc774\ub3d9\uc2dd \ud0dc\uc591\uad11\ube4c\uc804\uc7a5\uce58  #solar\nsolar #solarpower #solarenergy https://t.co/sYVqMBK7Rw,709356199469166598,\uc774\ud0dc\ud76c,,null,2016-03-26 3:37,
713569732834648064,#\uc774\ub3d9\uc2dd \ud0dc\uc591\uad11\ube4c\uc804\uc7a5\uce58  #solar\nsolar #solarpower #solarenergy https://t.co/sYVqMBK7Rw,4880829527,\ub0c9\uc7a5\ub0c9\ub3d9\ucc28\ucea0\ud551\ucc28BIPV\ud0dc\uc591\uad11\ubc1c\uc804\uc5f0\uad6c\uc18c,,null,2016-03-26 3:34,
713569703051010048,New study suggests that sunbathing may increase your life expectancy. https://t.co/RZtvhe8Fxi \n#solarenergy,853785510,christymas,,null,2016-03-26 3:34,
713568763631656962,RT @Adalidda: #SolarFinance Solutions #Africa Set to Unfreeze Financing Constraints #SolarEnergy #funding https://t.co/EsKVx28hWx https://t\u2026,3903988530,Solar Power,,null,2016-03-26 3:30,
713563325750050816,#SolarFinance Solutions #Africa Set to Unfreeze Financing Constraints #SolarEnergy #funding https://t.co/EsKVx28hWx https://t.co/bz205uPdh7,395674983,Adalidda,Worldwide,null,2016-03-26 3:08,
713562869355323392,#SolarEnergy #Solar Somerset dog park upgrades with solar power: Staff photo by Dylan Johnson... https://t.co/Ypbzi0yzS1 #UniteBlue #Tcot,2359028480,#JadeHelm15 INTERN,NYC :) Ex- #Islamophobe,null,2016-03-26 3:07,
713562865731436544,#SolarEnergy #Solar Somerset dog park upgrades with solar power: Staff photo by Dylan John... https://t.co/nFmgQaVq9B #UniteBlue #Climate,3265559538,Women's News,"New Jersey, USA",null,2016-03-26 3:06,
713561409984987136,Photovoltaics on Buildings - Specifying and Evaluating Project Proposals: Singapore is a small\u2026 https://t.co/SpEnsZyQvK #solarenergy,38025757,Environment Guru,"San Francisco, Ca",null,2016-03-26 3:01,
713553876629254144,[solar energy systems] #DIY #SolarEnergy Generator! https://t.co/FaX8oW96mz https://t.co/4kSHdF7f3n,21993071,Viking Services,"Denver, CO",null,2016-03-26 2:31,
713553618645884928,RT @drramansingh: #Chhattisgarh Govt. has prepared action plan for #RuralElectrification through #SolarEnergy as #AlternativeEnergy Resourc\u2026,4739380872,Green Power Learning,,null,2016-03-26 2:30,
713549913204764672,#SolarEnergy: Reon Energy delivers solar power to Hub JGQ hospital ... https://t.co/LYUNJ4QU5D,39775054,Its For Home,Boulder CO,null,2016-03-26 2:15,
713549292968013825,#Everglades #University #SolarEnergy Teaching Lab - Bradenton Herald https://t.co/BmGwSyExj1,21993071,Viking Services,"Denver, CO",null,2016-03-26 2:13,
713546074078584832,"RT @WomenWorldNews1: #SolarEnergy #Solar Judiciary goes solar, ready to share power with states: The district c... https://t.co/FBmtAuW8Ey \u2026",3903988530,Solar Power,,null,2016-03-26 2:00,
713539991175954432,"#SolarEnergy #Solar Judiciary goes solar, ready to share power with states: The district c... https://t.co/FBmtAuW8Ey #UniteBlue #Climate",3265559538,Women's News,"New Jersey, USA",null,2016-03-26 1:36,
713538059996794882,RT @AirResources: .@CalPERS makes big California #solarenergy investment https://t.co/FvLKUCSTup https://t.co/p3fJwHD6pw,19730513,Matt Henigan,Sacramento CA,null,2016-03-26 1:28,
713535464477696000,#quote #solarenergy https://t.co/yPgX1LP3cI https://t.co/wCDjyJIOkk,112841585,Riel Gils,,null,2016-03-26 1:18,
713534019023953920,#SolarEnergy: Judiciary goes solar ready to share power with states ... https://t.co/9vu8LlH04I,39775054,Its For Home,Boulder CO,null,2016-03-26 1:12,
713533621118898176,#solarenergy Govt. saves big by using solar energy - The Hindu https://t.co/yQ7enlpK2o,44246490,Carbonfeet,Planet Earth,null,2016-03-26 1:10,
713531228339593216,Bunny &amp; friend dancing with solar power!\ud83c\udf1e\ud83d\udc9b\ud83d\udc30#happyeaster  #solarenergy #dancingisfun https://t.co/2kcMAmYItl,3281348672,Mary Luckas,"San Diego, CA",null,2016-03-26 1:01,
713528578118434816,Poll: #SolarEnergy Issue Could Swing #USElection | over a quarter 27% of independen... https://t.co/LmghnGyDr6 #Tech https://t.co/7kb7wtlfmM,710510127326109696,Zesty Tech News,"San Francisco, CA",null,2016-03-26 0:50,
713527673792933888,Poll: #SolarEnergy Issue Could Swing #USElection | over a quart... https://t.co/n07OYYHAJh #Renewable #Energy #Green https://t.co/8Ygxo96uWS,4627578809,Zesty Renewable News,"New Mexico, USA",null,2016-03-26 0:47,
713526982902988800,Largest #Solar field in the world looks stunning from the sky \n#solarpower #solarenergy https://t.co/5yxfH6QF3d,67183296,Bhushan Mondkar,New York City,null,2016-03-26 0:44,
713526859510603776,"RT @adamjohnstonwpg: Hey, @MBLiberalParty what about Community #SolarEnergy as a #mbelxn policy #mbpoli #mbhydro  https://t.co/WvAC09rWwG",548997694,TootlessWonderS otW,Of THE WORLD,null,2016-03-26 0:43,
713524747276042240,"16/03/25 Last 24 hrs:imported from Grid 25kWh, exported to Grid 0kWh, solar gen 2.6kWh, house used 27.6kWh, array size 2.8 kW #Solarenergy",38022318,The Ravina Project,"Toronto, Canada",null,2016-03-26 0:35,
713523187326304258,Poll: #SolarEnergy Issue Could Swing #USElection | over a quarter 27% of independent vot... https://t.co/uZPC443ysI https://t.co/1Ka8xuYjI6,711599829772845056,Zesty Republican,"Austin, TX",null,2016-03-26 0:29,
713522203128635392,Paging @JohnKasich and the @OhioGOP .....\n\n#solarpower #solarenergy \ud83c\udf1e https://t.co/mHo60DmsAW,50807638,Adam VanHo,"Ohio, USA",null,2016-03-26 0:25,
713521815625342976,@MotherJones -- We've known this for decades.  It's time to really start harnessing the power of the sun. \n\n#solarpower #solarenergy,299719194,Judge & VanHo,"Akron, OH",null,2016-03-26 0:23,
713520589810565120,https://t.co/rq1p2RNLZX \n\n#solarenergy #verticalfarming #desalination #maglev\n\nThe Link To Legacy.,707628064734388224,Ty Patterson,,null,2016-03-26 0:18,
713519077260730369,#solarenergy Solar energy essential to the future - Gloucester Daily Times https://t.co/K15P2Dp2dh,44246490,Carbonfeet,Planet Earth,null,2016-03-26 0:12,
713518154538991616,Choosing To Use Solar Power #Solar #SolarPower #SolarEnergy https://t.co/0hSQuhRsRS https://t.co/nTZXOuC8Xm,531249510,Cars!,,null,2016-03-26 0:09,
713517628283871233,#solarenergy PUD seeks applications for solar energy projects - MLT News https://t.co/EkTr2c0dd6,363762147,Solar Energy Maven,Earth,null,2016-03-26 0:07,
713517628225142784,#solarenergy Will SRP ever see the light on solar energy? - https://t.co/ihf6MQWfLJ https://t.co/EF09rI0Kdk,363762147,Solar Energy Maven,Earth,null,2016-03-26 0:07,
713517628216713216,#solarenergy Solar energy essential to the future - Gloucester Daily Times https://t.co/aE7YaGDr9b,363762147,Solar Energy Maven,Earth,null,2016-03-26 0:07,
713517619651809280,"#SolarEnergy #Solar RED LAKE: Energized for the future: Seki says solar project, other plans ... https://t.co/MuzlMMnfMu #UniteBlue #Tcot",2359028480,#JadeHelm15 INTERN,NYC :) Ex- #Islamophobe,null,2016-03-26 0:07,
713517618603241472,#SolarEnergy #Solar CalPERS buys stake in huge Riverside County solar farm: As long as the De... https://t.co/AhIHJnxaL9 #UniteBlue #Tcot,2359028480,#JadeHelm15 INTERN,NYC :) Ex- #Islamophobe,null,2016-03-26 0:07,
713517617701519360,#SolarEnergy #Solar Solar energy essential to the future: In regard to the March 11 letter \u201cC... https://t.co/KFuxWiPCoT #UniteBlue #Tcot,2359028480,#JadeHelm15 INTERN,NYC :) Ex- #Islamophobe,null,2016-03-26 0:07,
713517616673853440,"#SolarEnergy #Solar Hales promises community solar, energy efficiency to combat carbon: That ... https://t.co/joFmMBg2g7 #UniteBlue #Tcot",2359028480,#JadeHelm15 INTERN,NYC :) Ex- #Islamophobe,null,2016-03-26 0:07,
713517615767891968,#SolarEnergy #Solar Will SRP ever see the light on solar energy?: A look at the size and scop... https://t.co/7iIuRKhEGo #UniteBlue #Tcot,2359028480,#JadeHelm15 INTERN,NYC :) Ex- #Islamophobe,null,2016-03-26 0:07,
713517604204388352,Let's power up the planet! https://t.co/HpAiMMMCCQ #solarenergy #RT https://t.co/exHtg1H1IW,112841585,Riel Gils,,null,2016-03-26 0:07,
713515608134975488,RT @hei_eng: #Golden1Center will become the first arena in league history to be completely powered by #solarenergy. https://t.co/eIxVn4gmVX,1707414967,James Dietz,,null,2016-03-25 23:59,
713514684696162304,Another step torward refining #solarenergy https://t.co/NUWUoFWQrn,21823025,MyObligation,Florida,null,2016-03-25 23:55,
713510056382304256,#Teaching #SolarEnergy To Kids - Greenwith Primary #School ! https://t.co/qqfcYG316T,21993071,Viking Services,"Denver, CO",null,2016-03-25 23:37,
713505002329874432,World's Largest #SolarEnergy #Power Plant https://t.co/bGI5urPN0P https://t.co/JeRpF56DK1,21993071,Viking Services,"Denver, CO",null,2016-03-25 23:17,
713504397053956096,#SolarEnergy: Solar energy essential to the future ... https://t.co/ssFdvzxEFp,39775054,Its For Home,Boulder CO,null,2016-03-25 23:14,
713504109459070976,#SolarEnergy #DIY|#Solar Power Guide|Solar Panels Blueprint|Build Solar Panels at Home https://t.co/zoI3reB2dt,21993071,Viking Services,"Denver, CO",null,2016-03-25 23:13,
713503917435281408,"Hey, @MBLiberalParty what about Community #SolarEnergy as a #mbelxn policy #mbpoli #mbhydro  https://t.co/WvAC09rWwG",18754969,adamjohnstonwpg,Winnipeg Manitoba Canada,null,2016-03-25 23:12,
713503267104264192,"Accounting Supervisor, CPA: SolarWorld Ind. America - Hillsboro, OR - solar energy\u2026 https://t.co/wNWZ9pjLvj #solarenergy #Photovoltaic",1556676278,eguru jobs,,null,2016-03-25 23:10,
713503252721983488,"Accounting Supervisor, CPA: SolarWorld Ind. America - Hillsboro, OR - solar energy\u2026 https://t.co/VjCumMcjSy #solarenergy #Photovoltaic",1539184970,energyjobs,,null,2016-03-25 23:10,
713502494232612864,#SolarEnergy  https://t.co/wdx5xQtZPb https://t.co/C7T9PjyHfH,21993071,Viking Services,"Denver, CO",null,2016-03-25 23:07,
713500220697382913,Solar energy essential to the future - Gloucester Daily Times: Solar energy essential to the futu... https://t.co/7Fs5tUo9IG #solarenergy,121569530,GreenPact,Earth,null,2016-03-25 22:58,
713499477773062144,Can #SolarEnergy Save #Egypt From It's #Energy Crisis?  https://t.co/IryRI8BQH6 https://t.co/WpS9WrMpaX,21993071,Viking Services,"Denver, CO",null,2016-03-25 22:55,
713497618127519744,@elonmusk idea #hyperloop (760mph) using #solarenergy. How will this #disruptivetechnology change #transportation?  https://t.co/vRCOhv06Rk,2752266587,Lucas Shin,"Baltimore, MD",null,2016-03-25 22:47,
713497099510394880,via @solardude1\n#SOLARENERGY #POWER - How to build your own solar energy system - Selfmade Solar Panels https://t.co/wnZ3IXMvWA,3881970556,Charles Buckland,United States,null,2016-03-25 22:45,
713497098247864321,via @denversolarguy\n#Obama renews #solarenergy bid despite setbacks https://t.co/gzcXVK4CSB,3881970556,Charles Buckland,United States,null,2016-03-25 22:45,
713496325967450112,"Solar panels, on average, are 14-20% efficient in converting the energy it collects into useable electricity. #solarenergy",77059830,Stronger\u2122,D[M]V USA,null,2016-03-25 22:42,
713495774810750977,"Spray on #solar cells, a revolutionary idea? #SolarEnergy #renewables #eco https://t.co/i5SW1xxGJZ https://t.co/Zs5tywuh9b",3545586734,AltProfits,,null,2016-03-25 22:40,
713494078609100800,RT @otaupin: How much #energy could the U.S. get from #solar?\n\n#SolarPower #SolarEnergy\nhttps://t.co/u5qU3mTYyQ https://t.co/8IXl6IooHl,1731665011,Jukka P.Sepp\u00e4l\u00e4,Central Finland,null,2016-03-25 22:33,
713493844998823936,".Around the World without Fuel or Fear .#SolarEnergy,#RenewableEnergy,#ClimateControl,#environment,#CarbonNeutral   https://t.co/2j3nVqoyOa",23051490,Shyam Panchavati,"Mississauga, Ontario, Canada",null,2016-03-25 22:32,
713493559849013248,Cambridge scientists extremely promising discovery may revolutionize #solarpower https://t.co/BMkgrWMld6 #Solarenergy #solar #renewables,58422778,Ramachandran Azhakar,Germany,null,2016-03-25 22:31,
713493366605004801,RT @otaupin: How much #energy could the U.S. get from #solar?\n\n#SolarPower #SolarEnergy\nhttps://t.co/u5qU3mTYyQ https://t.co/8IXl6IooHl,2151434137,Energy Storage Ont,"Ontario, Canada",null,2016-03-25 22:30,
713493366567251972,RT @otaupin: How much #energy could the U.S. get from #solar?\n\n#SolarPower #SolarEnergy\nhttps://t.co/u5qU3mTYyQ https://t.co/8IXl6IooHl,2197954226,ORTECH Power,Canada,null,2016-03-25 22:30,
713493366558818305,RT @otaupin: How much #energy could the U.S. get from #solar?\n\n#SolarPower #SolarEnergy\nhttps://t.co/u5qU3mTYyQ https://t.co/8IXl6IooHl,2240683999,Michael Tingle,"Mississauga, ON",null,2016-03-25 22:30,
713493366554632193,RT @otaupin: How much #energy could the U.S. get from #solar?\n\n#SolarPower #SolarEnergy\nhttps://t.co/u5qU3mTYyQ https://t.co/8IXl6IooHl,2333718750,MT Social,"Mississauga, ON",null,2016-03-25 22:30,
713493366525337600,RT @otaupin: How much #energy could the U.S. get from #solar?\n\n#SolarPower #SolarEnergy\nhttps://t.co/u5qU3mTYyQ https://t.co/8IXl6IooHl,78944125,ORTECH Consulting,"Mississauga, ON",null,2016-03-25 22:30,
713493180365332481,RT @solardude1: #SOLARENERGY #POWER - How to build your own solar energy system - Selfmade Solar Panels https://t.co/i8ygsfZEmF,749315870,Green Energy Review,Worldwide,null,2016-03-25 22:30,
713492689333972992,#SOLARENERGY #POWER - How to build your own solar energy system - Selfmade Solar Panels https://t.co/i8ygsfZEmF,54039049,Solar Dude,USA,null,2016-03-25 22:28,
713490874844516353,RT @denversolarguy: #Obama renews #solarenergy bid despite setbacks  https://t.co/VivAl3sRJi,749315870,Green Energy Review,Worldwide,null,2016-03-25 22:20,
713490841264754688,RT @AirResources: .@CalPERS makes big California #solarenergy investment https://t.co/FvLKUCSTup https://t.co/p3fJwHD6pw,3219769956,TuhtMoses/Ho2Keeper,"Sonora,Tucson,IE and LA.",null,2016-03-25 22:20,
713490413085192192,#Obama renews #solarenergy bid despite setbacks  https://t.co/VivAl3sRJi,21993071,Viking Services,"Denver, CO",null,2016-03-25 22:19,
713489441428344833,With #energystorage from @SonnenUSA you don't need SRP to see the light. #solarenergy  https://t.co/LgVx54r3SS,263005044,Andrew Claudio,"North Hollywood, Los Angeles",null,2016-03-25 22:15,
713488974698913792,.@CalPERS makes big California #solarenergy investment https://t.co/FvLKUCSTup https://t.co/p3fJwHD6pw,226338599,Air Resources Board,"Sacramento & LA, California",null,2016-03-25 22:13,
